Başlık, Vücut Kimliği, Duruş
" 'En genç şehit - El Bağdadi'nin yavrusu': IŞİD, Suriye'de babasıyla birlikte savaşa giren 10 yaşındaki bir savaşçının öldürüldüğünü iddia ediyor",230, tartışmak
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Kaydı Yayınladı",1916, tartışmak
" Genç, Hisse Senetleri Ticareti Yaparak 72 Milyon Dolar Kazandı, Dünya Çapında Gençlerin Hakimiyetini Doğruladı",2052, aynı fikirde olmamak
"Apple Watch Pil Ömrü Şu Anda 'Yaklaşık Bir Gün', Ancak 2015 Lansmanında Gelişebilir",1898, tartışmak
 NYC esrar bulundurulmasına yönelik tepkiyi gevşetiyor,2237, tartışmak
 Eş-Şebab'ın kurucu ortağının Somali'de ABD hava saldırısında öldürüldüğü doğrulandı,1423, kabul etmek
 Kadın ayrılığının üstesinden gelmek için bir hafta KFC'de kaldı,2414, kabul etmek
 Rajasthan: Öfkeli kalabalık tecavüzcüye ders verdi; penisini kesti,2115, kabul etmek
 Vogue Sıçan İstilasının Daha da Kötüye Gittiği Gerçeğine Gülmek Normaldir,2520, tartışmak
 KORKU: IŞİD Savaşçılarının Ebola'ya Yakalandığı Bildirildi,2060, tartışmak
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,446, tartışmak
 Kız arkadaşı tarafından terk edilen adam kendi penisini kesti,827, kabul etmek
 Christian Bale Sonuçta Steve Jobs'u Oynamayacak,1131, tartışmak
 'Öldürülen DEAŞ liderinin fotoğrafı'nın tahrif edildiği iddia edildi,394, tartışmak
 İtalyan dev yayın balığı yakaladı; bu bir rekor mu?,1028, kabul etmek
" Rapor: IŞİD, Kürtlerle savaşmaya giden Kanadalı-İsrailli eski IDF askerini kaçırdı",1893, tartışmak
" Vogue'un NYC ofislerindeki fareler - Adımlarınıza dikkat edin, Anna Wintour",1543, tartışmak
 HBO'nun Yeni Ayrık Yayın Hizmeti Lansmanı İçin Apple ile Görüşmelerde Olduğu Bildirildi,1074, tartışmak
" IŞİD, ABD'li gazetecinin kafasını kestiğini iddia ediyor",1747, tartışmak
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,1336, tartışmak
" Oscar ödüllü Christian Bale, yakında vizyona girecek biyografik filmde Steve Jobs'ı canlandıracak",1157, tartışmak
" 'Bağdadi'nin yavrusu': Bu çocuk, IŞİD'in çocuk asker kullanımının en genç kurbanı mı oldu?",1024, tartışmak
" KÜÇÜK BİR METEOR NİKARAGUA'YA ÇARPIYOR, HÜKÜMET SÖYLÜYOR",1594, tartışmak
 Kenya'daki alışveriş merkezi katliamını emreden Eş-Şebab liderinin Somali'deki ABD insansız hava aracı saldırısında öldürüldüğü düşünülüyor,839, tartışmak
 IŞİD lideri Ebubekir el-Bağdadi'nin eşi ve oğlu 'Lübnan sınırında gözaltına alındı',1267, tartışmak
 Kayıp Libya jet uçakları 11 Eylül'de terör saldırısı korkusunu artırıyor,2448, tartışmak
" KİM BENİMLE YEMEK YİYİN: Domuzcuk başkan Kim Jong-un, KÖPEK servis eden İngiltere restoranı açacak",2418, tartışmak
 Michael Brown'ın vurulduğu anı ses kaydının kaydettiği iddia ediliyor,2118, tartışmak
" Medya Yine Aldatıldı mı? Hikaye, Okul Gezisindeki 28 Kızdan 7'sinin Hamile Olarak Eve Döndüğünü İddia Ediyor",2304, tartışmak
" IŞİD, YouTube Videosunda Amerikalı Foto Muhabirinin Kafasını Kesmiş Gibi Görünüyor",1679, tartışmak
 Conde Nast'ın One World Trade Center ofislerinde fare sorunu kötüleşiyor,2520, tartışmak
"Şirket, Michael Brown'ın vurulması sırasında kaydedilen sesin doğru olduğunu söylüyor",944, tartışmak
 IŞİD'in Irak'ta Amerikalı Foto Muhabirinin Kafasını Kestiği İddia Edildi,1679, tartışmak
" Kim Yo-Jong, Kim Jong Un'un Yerini mi Aldı? Kardeşi Tıbbi Tedavi Görürken Kız Kardeşi Kuzey Kore Devlet Görevlerini Üstlendi",2344, tartışmak
 Apple'ın Mevcut Modellerden Daha İnce ve Hafif 12 İnç MacBook Air Hazırladığı Bildirildi,2039, tartışmak
 Genç kızla seks kasedi çeken kadın öğretmen işten atılma tehlikesiyle karşı karşıya,379, tartışmak
 Ateşkes iddiasına rağmen Nijerya Boko Haram baskınlardan sorumlu tutuldu,2272, tartışmak
GCPD Çalınan Batmobile Davasını Çözdü mü?,2062, tartışmak
" 2,5 Milyon Dolarlık Arabaya Sprey Boyayla Penis Yaptırmak Sadece Şaka Videosuydu",124, aynı fikirde olmamak
"IŞİD Tarafından Kaçırılması Korkusu Yaşanan Kanadalı-İsrailli Kadın Gill Rosenberg, Güvende Olduğunu Söyledi",1295, kabul etmek
'Cihatçı John' teşhis edildi: IŞİD katili Batı Londra'dan Muhammed Emwazi olarak belirlendi,1780, tartışmak
" IŞİD, ""Amerika'ya Mesaj"" başlıklı videoda, 2012 yılında kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kesiyor",1336, kabul etmek
" Küstah vandallar 1,5 milyon sterlinlik Bugatti Veyron spor otomobilinin kaputuna dev penis çizdi",1320, tartışmak
" Tropikal örümcek, insanın derisinin altına giriyor ve orada üç gün yaşıyor",1883, kabul etmek
 Bu Evsiz Adamın Yüz Dolar Harcamasını İzleyin ve Bir Mendil Bulundurun [Video],1922, tartışmak
 Toplu mezarda bulunan 28 ceset arasında kayıp Meksikalı öğrenciler yok,1984, kabul etmek
 Predator İHA'nın IŞİD'in Kalesi Üzerinde Görüldüğü Bildirildi,2469, tartışmak
 Yeni IŞİD videosu militanların ABD tarafından Kobani yakınlarına hava yoluyla atılan silahları ele geçirdiğini gösteriyor,1597, kabul etmek
" Erkek arkadaşı, kız arkadaşının yatakta kötü olduğu için onu terk etmesinin ardından penisini kesip çöp kutusuna attı",1517, kabul etmek
 ESPN'in Bu Akşamki Aile İçi Şiddet Paneli %100 Erkeklerden Oluşacak,1500, aynı fikirde olmamak
 Suudi Arabistan'dan kardan adam yapımına fetva,2167, tartışmak
" 1974'ten Bu LEGO Talimatları Muhteşem (Ve Evet, Gerçekler)",779, kabul etmek
 Sokak Sanatçısı BANKSY Yine Mi Tutuklandı?,1884, tartışmak
" #RIPFidel, bir diğer Fidel Castro'nun ölümünden sonra Küba liderinin ölümüyle ilgili asılsız söylentileri körüklüyor",2506, tartışmak
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",2067, tartışmak
" Obama, James Foley'in İdamını Kınadı: 'Bugün Tüm Dünya Dehşete Düştü'",2147, tartışmak
 Fidel Castro'nun Kamu Hayatından Uzun Süre Uzak Kalmasının Ardından Ölümüyle İlgili Söylentiler Dolaşıyor,2506, tartışmak
 iPhone 6 'Hairgate' Bir Şey Değil,1738, tartışmak
 IŞİD lideri Ebubekir el-Bağdadi'nin 'karısı ve oğlu Lübnan'da gözaltına alındı',1468, tartışmak
" IŞİD lideri Ebubekir El Bağdadi'nin (sağda) cesedini gösterdiği söylenen fotoğrafa baktığımızda, bunun aslında 2013 yılında öldürülen etnik Arnavut bir militan olduğunu gördük.",1254, kabul etmek
 YPG Doğruladı: Gill Rosenberg Kobani'de Yakalanmadı,1774, tartışmak
 Dünyanın en gizli devleti Kuzey Kore gerçekten İskoçya'da yeni bir restoran mı planlıyor?,2309, tartışmak
 Buckingham Sarayı'nda sihirli mantarlar bulundu,2424, kabul etmek
 Kim Jong Un'un yokluğunda kız kardeşi iktidarda olabilir. Ya da olmayabilir.,2344, tartışmak
 Kim Jong-un 'Kırık Ayak Bileklerinden Ameliyat Oldu',1480, tartışmak
 IŞİD Sınır Krizi: DHS Şefi Teröristlerin Meksika Üzerinden ABD'ye Girmediğini Söyledi,1376, kabul etmek
 CNN Uzmanı Brown Audio: İlk başta 'Birisi CNN'i alt etmeye çalışıyor' diye düşündüm,1776, kabul etmek
 Kayıp Libya uçaklarına ilişkin haberler 11 Eylül terörü korkularını artırıyor,2162, tartışmak
James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,1721, tartışmak
"Güvenlikten geçmenin bir yolu bu! Sinirli yolcu, metal dedektörlerinden geçmek için havaalanında tamamen ÇIPLAK soyundu",1733, kabul etmek
 Sosyal medyada #Hairgate trendi: iPhone 6 kullanıcıları kopan saçlarından şikayetçi,1519, tartışmak
 Rapçinin James Foley'nin celladı olduğu ortaya çıktı: haberler,330, tartışmak
" DNA testi, çocuğun DEAŞ lideri Ebubekir el-Bağdadi'nin kızı olduğunu doğruladı",720, kabul etmek
 Kız arkadaşının yatakta iyi olmadığını söylemesi üzerine adam kendi penisini kesti,1410, kabul etmek
 Steve Jobs Biyografisi Seth Rogen'ın Apple Kurucu Ortağı Steve Wozniak'ı Canlandırmasını Hedefliyor,712, tartışmak
" Christian Bale, Steve Jobs'ı Canlandırmak İçin Görüşülüyor (Özel)",2017, tartışmak
" iOS 8 hatasının, ayarlar sıfırlandığında iCloud Drive belgelerini sildiği bildiriliyor",2033, tartışmak
 Michael Brown saldırısına ilişkin ses kaydının ortaya çıktığı bildirildi,2220, tartışmak
" İslamcı Militanlar, ABD'li Gazetecinin Başının Kesildiğini Gösterdiğini İddia Eden Bir Video Yayınladı",1679, tartışmak
" Nikaragua hükümeti, göktaşının Nikaragua'da büyük bir krater oluşturduğunu söylüyor",1622, tartışmak
 Kanadalı kadının IŞİD tarafından kaçırıldığı iddiasıyla ilgili çelişkili haberler,2037, tartışmak
" Kaynak: Tom Brokaw, Brian Williams'ın Kovulmasını İstiyor",1794, tartışmak
" ABD, Somali terör örgütü liderinin ölümünü doğruladı",1306, kabul etmek
" Irak: ABD, IŞİD'in Irak Güvenlik Personeline Yönelik Klor Saldırısını Araştıracak",1136, tartışmak
 Herkes sakin olsun! Banksy tutuklanmadı,2362, kabul etmek
" 48 dakika ölü kalan Katolik Rahip, Tanrı'nın kadın olduğunu iddia ediyor",1549, aynı fikirde olmamak
 Çok Hızlıydı: Christian Bale Steve Jobs Biyografisinden Vazgeçti,755, kabul etmek
" Kim Jong-un'un ayak bileğinden sakatlandığı haberi, onun yokluğuna dair söylentileri körükledi",2022, tartışmak
 Foley'de idam edilen Abdel-Majed Abdel Bary: Londra rapçisinin şarkıları onu tanımlamaya yardımcı oluyor,1036, tartışmak
 'Teksas'ta İslam mahkemesi onaylandı',1436, tartışmak
" Christian Bale, Sony'nin Bir Sonraki Biyografisinde Steve Jobs'ı Canlandırmak İçin Görüşmelerde",1841, aynı fikirde olmamak
 IŞİD militanları klor gazıyla 300 Irak askerini öldürdü,500, tartışmak
 Çit atlayan kişinin Gizli Servis'in söylediğinden çok daha uzağa Beyaz Saray'a girdiği bildirildi,2303, tartışmak
 Nikaragua'nın Başkentinde Göktaşı Ev Büyüklüğünde Krater Açtı,2475, aynı fikirde olmamak
Boko Haram'ın 'Ateşkesi'nin İhlal Edilmesinin Ardından Kızların Serbest Bırakılmasına Yönelik Umutlar Tükendi,922, aynı fikirde olmamak
 Bosna: Yedi küçük kız beş günlük okul gezisinden hamile olarak döndü,2097, kabul etmek
 Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydı Polis Memuru Darren Wilson İçin İyi Duyulmuyor,2317, tartışmak
 NBC hava durumu sunucusu canlı yayında ormanda idrar yaparken yakalandı,1046, aynı fikirde olmamak
" Boko Haram: Kaçırılan Kızlar Evlendirildi, Ateşkes Hiçbir Zaman Gerçekleşmedi",2272, kabul etmek
 IŞİD'in ABD'li Gazeteci James Foley'in Kafasını Kesmesi YouTube'a Gönderildi,2147, tartışmak
 Nikaragua'nın Başkenti Managua'da Küçük Meteor Düştü,185, tartışmak
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Çaldı Polisin Militarizasyonu",2345, tartışmak
 Suudiler Michelle Obama'nın TV'de Görüntülenmediğini Söylüyor,833, tartışmak
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,2147, tartışmak
" Rapor: Paslanmaz çelik Apple Watch'un fiyatı 500 dolar, altının fiyatı ise 5.000 dolar olacak",1458, tartışmak
 Libya: Kayıp Libya Uçakları Güvenlik Endişelerine Yol Açtı,1312, kabul etmek
 Nikaragua'da Yapılan Bir Meteor Kraterini Görün,1731, kabul etmek
 Ferguson isyanları: Michael Brown'ın vurulması ses kaydında kaydedilmiş olabilir,816, tartışmak
" Nijerya, kaçırılan kızların serbest bırakılması için Boko Haram ile anlaşma yaptığını duyurdu",1298, tartışmak
" PGA Tour, Tiger Woods'un Uyuşturucu Testinden Geçemediği İddiasını Reddetti",2175, tartışmak
 Kuzey Kore'yi Kim Kontrol Edebilir? Kim Yo Jong Hakkında Bildiklerimiz,2470, tartışmak
 Elon Üniversitesi söylentilere rağmen 'birinci sınıf öğrencisi' terimini yasaklamadı,1508, kabul etmek
" Apple Watch fiyatlandırması: Altın versiyon için 5000 dolar, paslanmaz çelik versiyon için 500 dolar harcar mısınız?",1425, tartışmak
" Nikaragua'nın başkentine meteor düştü, 16 fit derinliğinde krater oluştu",1073, tartışmak
 İşte Microsoft'un Yeni Robot Güvenlik Görevlileri,2432, kabul etmek
 IŞİD'e Daha Fazla Amerikan Silahı,462, tartışmak
 Kim Jong-un'un Gizemli Yokluğunda Kuzey Kore'yi Kız Kardeşi Kim Yo-jong mu Yönetiyor?,2477, tartışmak
 Son dakikada Apple Watch'tan bir sürü harika sağlık özelliği kaldırıldı,1917, tartışmak
" Araştırma Tıbbi Merkezi, bir hastanın Ebola'ya yakalandığı yönündeki haberleri yalanladı",2501, kabul etmek
" Nijerya, Boko Haram ile ateşkesin kabul edildiğini duyurdu",1340, tartışmak
 Kayıp Libya jet uçakları 11 Eylül'de terör saldırısı korkusunu artırıyor,1372, aynı fikirde olmamak
 ABD'nin havadan silah sevkiyatı IŞİD'in eline geçti: Pentagon,2307, kabul etmek
" IŞİD, YouTube Videosunda Amerikalı Foto Muhabirinin Kafasını Kesmiş Gibi Görünüyor",2147, tartışmak
 Rapor: Gizli Servis Beyaz Saray Çit Atlayıcısı Hakkında Yalan Söyledi,843, tartışmak
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalandığına dair medya haberlerini araştırıyor",1807, tartışmak
" Cameron, Haines cinayetinin ardından DEAŞ 'canavarlarını' avlayacağına söz verdi",2348, kabul etmek
 iPhone 6 Gerçekten Saçınızı Yoluyor Mu?,1738, tartışmak
" James Foley: Amerikalı Gazeteci James Wright Foley, Yeni IŞİD Videosunda Başı Kesildi [Son Dakika Haberleri]",2047, tartışmak
" Türkiye Cumhurbaşkanı, Kürt savaşçılara yönelik Amerikan silah yardımının, malzemelerin IŞİD'in eline geçmesinin ardından 'yanlış' olduğunu söyledi",2168, tartışmak
 IŞİD Lideri El-Bağdadi “Ölmedi”,1522, tartışmak
 Kim'in KARDEŞİ Kuzey Kore'yi ele geçirdi mi? Diktatör önemli Komünist etkinliğe katılmadı (ama bunun yerine güzel bir çiçek sepeti gönderdi),2473, tartışmak
 IŞİD Liderinin Eşi ve Oğlunun Tutuklanması,2283, kabul etmek
 Ateşkes iddiasına rağmen Nijerya Boko Haram baskınlardan sorumlu tutuldu,1540, tartışmak
 McDonald's Big Mac ve Elmalı Turtaları Kaldırıyor ve Büyük Boy Seçeneklerini Ortadan Kaldırıyor,1777, aynı fikirde olmamak
" Seth Rogen, Danny Boyle'un Steve Jobs biyografisinde Steve Wozniak'ı canlandıracak",1002, tartışmak
 İddiaya Göre Brown'a Ateş Etme Kaydında Silah Sesleri Duyuluyor [SES],693, tartışmak
" Kuzey Kore diktatörü Kim Jong-un, askeri tur sırasında iki ayağını kırdıktan sonra ameliyat oldu",1972, tartışmak
" IŞİD militanlarının, kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kestiği çarpıcı videoda ortaya çıktı",1116, tartışmak
" Irak Sağlık Bakanlığı, IŞİD savaşçılarının Ebola'ya yakalandığına dair haberlerin 'yanlış' olduğunu söyledi",1807, tartışmak
 Sugarhill Çetesi'nin Büyük Bankası Hank 57 Yaşında Öldü,2351, kabul etmek
" FB'deki Kadın: 41 Yaşındayım, İnterseks'im ve İlk Buluşmada Michael Phelps'le Sikiştim",1349, tartışmak
" Kim Yo-Jong, Kim Jong Un'un Rolünü Üstlendi mi? Kuzey Kore'nin Sağlıksız Olduğuna Dair Söylentiler 'Uydurma'",40, tartışmak
" Londra hip-hop sanatçısı Abdel-Majed Abdel Bary, Amerikalı gazeteci James Foley'nin katilinin bulunması için yürütülen soruşturmanın baş şüphelisi",1530, tartışmak
" Comcast, Suçluların Web Tarayıcısı Tor'u Kullanan Müşterileri Kesmekle Tehdit Ediyor",1572, tartışmak
 Vogue ve Sıçanlar Savaşında Sıçanlar Kazanıyor,1045, kabul etmek
IŞİD'in savaşçılarının 'virüse yakalanması' sonrasında İngiltere'ye EBOLA saldırısı başlatabileceği endişesi,542, tartışmak
" JJ Abrams, Disney'den 'Star Wars: The Force Awakens'ın Çıkış Tarihini Öne Çekmesini İstiyor",622, tartışmak
 Michael Brown Saldırısının Ses Kaydının Ortaya Çıktığı Bildirildi,1817, tartışmak
 Yeni Keşfedilen Toplu Mezar Kayıp Meksikalı Öğrencilerle Bağlantılı,1156, aynı fikirde olmamak
 Lübnan 'DEAŞ liderinin kızını ve eski eşini tutuyor',1143, tartışmak
" IŞİD, Amerikalı foto muhabiri James Wright Foley'i kafasını kesti, daha fazlasının geleceğini tehdit etti",1580, kabul etmek
 Bahşiş vermeyi unutmayın...özellikle 300.000$ harcarsanız,2111, tartışmak
IŞİD katili 'Cihatçı John'un adı Muhammed Emwazi olarak açıklandı,2165, kabul etmek
 113 yıllık Boston zaman kapsülündeki buluntular arasında küçük kırmızı kitap da var,2288, kabul etmek
" CNN, Michael Brown Jr.'ı Öldüren Silah Seslerini İçeren İddiaya Göre Ses Kaydı Yayımladı; Liderler ve Ünlüler Gencin Cenaze Töreninde Sıraları Doldurdu",1934, tartışmak
 İç Güvenlik: ABD sınırında IŞİD savaşçısı yok,324, kabul etmek
 Rapor: Christian Bale Steve Jobs'ı Oynayacak,1217, tartışmak
 Acil: IŞİD Lideri 'Ebubekir el-Bağdadi' Öldürüldü! / Fotoğraf,891, tartışmak
 Led Zeppelin'in Robert Plant'i 924 milyon dolarlık yeniden birleşme sözleşmesini yırttı,2489, tartışmak
Papa'nın 'Cennet Tanrı'nın tüm yaratıklarına açıktır' sözleri hayvanseverleri ayağa kaldırdı,1905, kabul etmek
 Michael Zehaf-Bibeau Kimdir? Ottawa Saldırganı Şüphelisi Kanadalı Yetkililer Tarafından Tespit Edildi,2246, kabul etmek
 Michelle Obama'nın Saçları Suudi TV'de Tamamen Sansürsüz Göründü,2453, kabul etmek
" DNA testi, çocuğun DEAŞ lideri Ebubekir el-Bağdadi'nin kızı olduğunu doğruladı",1263, aynı fikirde olmamak
 Doğrulanmamış videoda yardım görevlisi David Haines'in başının kesildiği görülüyor,1989, tartışmak
Nikaragua 'göktaşı' konusunda sorular gündeme geldi,1573, tartışmak
 Vogue'un Yeni Ofisinde Fare mi Var?,2106, tartışmak
 Genç Borsada 72 Milyon Dolar Kazandı,1184, kabul etmek
 Teksas Kamyonu İslamcı Militanlarla Birlikte Suriye'de Sonlandı,119, kabul etmek
" Video, Militanlar Tarafından ABD'li Gazetecinin Başının Kesildiğini Gösteriyor",2450, tartışmak
 Kanadalı Asker Ottawa Savaş Anıtı'nda Vuruldu: Rapor,1071, tartışmak
 IŞİD Militanlarının Ebola'ya Yakalandığı İddia Edildi,1122, tartışmak
" Öfkeli kalabalık, tecavüz girişimi iddiasıyla bir adamın cinsel organını kasap bıçağıyla kesti",1981, kabul etmek
 Nijerya ve Boko Haram 'ateşkes ve kızların serbest bırakılması konusunda anlaştı',1630, tartışmak
 Video mesajlaşma hizmeti CNN ses kaydının zamanlamasını doğruladı,2220, tartışmak
" Görgü Tanığı, Evsiz Adamın Viral Videosunun Sahnelendiğini Söyledi",1020, aynı fikirde olmamak
 İslamcı internet siteleri İsrailli-Kanadalı kadının DEAŞ tarafından kaçırıldığını iddia ediyor: haber,1893, tartışmak
 Saddam Hüseyin'in pilotları IŞİD grubuna eğitim veriyor,1606, tartışmak
 ABD Milletvekili: Güney Sınırından Geçen On IŞİD Savaşçısı Yakalandı (Video),2261, tartışmak
 Kayıp Amerikalı Foto Muhabiri James Foley'in Suriye'de IŞİD Tarafından İnfaz Edildiği Bildirildi,608, tartışmak
" Michael Phelps'in iddia edilen kız arkadaşı, interseks olarak doğduğunu söylüyor",2454, tartışmak
 Örümcek turistin midesinden girip göğsüne kadar girdi,2338, tartışmak
" Fotoğrafta: 58 yaşındaki kahraman çavuş, silahlı saldırgan Michael Zehaf-Bibeau'yu öldürdükten birkaç dakika sonra elinde silahla Parlamento'da yürüyor",2113, tartışmak
 #Saçgate: iPhone 6 kullanıcıları cihazın saç çektiğini söylüyor,1308, tartışmak
 Hastane: Kansas City'de Ebola nedeniyle tedavi edilmeyen bir adam,1943, kabul etmek
 Banksy 'Tutuklandı ve Gerçek Kimliği Ortaya Çıktı' Geçtiğimiz Yılki Sahtekarlığın Aynısı,1301, kabul etmek
 Apple Watch'un pil ömrünü uzatmak için 'Güç Rezervi' sunacağı söyleniyor,241, tartışmak
 Bütün köpekler cennete mi gider? Papa yaslı çocuğa: 'Cennet Tanrı'nın bütün yaratıklarına açıktır' dedi,1832, aynı fikirde olmamak
Ebola Salgını 2015 Güncellemesi: IŞİD Savaşçıları Ölümcül Virüse Yakalanmış Olabilir,1122, tartışmak
" Irak, Lübnan'da gözaltına alınan kadının Bağdadi'nin eşi olmadığını söyledi",1192, tartışmak
" Batmobile ""Batman v Superman: Adaletin Şafağı"" Setinden Çalındı, Zack Snyder Kimin Yaptığını Biliyor",2135, aynı fikirde olmamak
 IŞİD Irak'ta Amerikalı Foto Muhabirinin Başını Kesti,1747, kabul etmek
"Katolik Rahip 48 Dakika Öldü, Mucizevi Şekilde Dirildi – Tanrı Hakkındaki Vahiyleri Daha da Şok Edici",1055, kabul etmek
 Saf Kötülük: İslam Devleti Amerikalı Gazeteci James Wright Foley'i Kafasını Kesti,2386, kabul etmek
 Nikaragua'nın Başkenti Managua'da Küçük Meteor Düştü,2475, aynı fikirde olmamak
 Tropikal örümcek 'bir adamın derisinin altına yara iziyle girdi' - video raporu,1923, tartışmak
 SON DAKİKA: IŞİD Amerikalı Gazeteci James Wright Foley'i Başını Kesti,2450, kabul etmek
" SON DAKİKA: ""Brat Pack"" Judd Nelson Los Angeles'taki Apartman Dairesi'nde Ölü Bulundu",2332, aynı fikirde olmamak
"Yetkililer ve ailesi, Amerikalı gazetecinin başının kesildiğini gösteren videonun gerçek olduğuna inandıklarını söyledi",1336, kabul etmek
 IŞİD videosu kaçırılan gazeteci James Foley'nin kafasının kesildiğini iddia ediyor,419, tartışmak
" DSÖ, Irak'ta şüpheli Ebola vakalarına ilişkin haberlerin asılsız olduğunu söylüyor",1904, tartışmak
 KANYE WEST GELECEKTEKİ TÜM ÖDÜL GÖSTERİLERİNE KATILMAYACAK,322, kabul etmek
" İslamcı terörist Cephet Ensar el Din, Suriye'de uçaksavar silahıyla donatılmış Teksaslı tesisatçının kamyonunun fotoğrafını tweetledi",1950, kabul etmek
 Meksika'da Bir Toplu Mezar Öğrenci Katliamına İşaret Ediyor,1912, tartışmak
 Küçük Meteor Managua'ya Çarptı,1594, aynı fikirde olmamak
" IŞİD, Amerikalı gazetecinin kafasını kestiğini iddia ediyor",1679, tartışmak
 İnfazcılar tecavüzcünün penisini kesti,1709, tartışmak
 Devam Eden Şiddet Boko Haram Ateşkesini Tehlikeye Atıyor,1896, tartışmak
" Nijerya Boko Haram'la Ateşkes Sağladığını Söylüyor, Peki Doğru Kişiyle mi Görüşüyorlar?",227, tartışmak
" İki GOP Kongre Üyesi, Şüpheli Teröristlerin ABD-Meksika Sınırını Geçerken Yakalandığını Söyledi",2385, tartışmak
 IŞİD'e Daha Fazla Amerikan Silahı,1120, tartışmak
 Kız arkadaşı küçük penisi yüzünden terk edince adam erkekliğini kesip çöp kutusuna attı,1517, kabul etmek
 Batmobil Detroit'te mi Çalındı?,1538, tartışmak
" Ebola Frisco 2014: Hasta, Görünür Thomas Eric Duncan İletişiminden Sonra Virüs Belirtileri Gösteriyor",1021, tartışmak
" James Foley: Amerikalı Gazeteci James Wright Foley, Yeni IŞİD Videosunda Başı Kesildi [Son Dakika Haberleri]",632, tartışmak
"Şirket, Michael Brown'ın vurulması sırasında kaydedilen sesin doğru olduğunu söylüyor",1776, aynı fikirde olmamak
 Haberlere göre Jose Canseco kazara vurularak yaralandı,2352, tartışmak
Pizza dağıtımcısı 2.000 dolar bahşiş aldı,2122, kabul etmek
" Ottawa, IŞİD'in Kanadalı-İsrailli bir kadını kaçırdığına dair haberleri araştırıyor",1168, tartışmak
"Meksika öğrenci katliamıyla sarsıldı: En az 17 yolsuzluk karşıtı protestocu 'toplandı, öldürüldü ve toplu mezara atıldı' - ve 26 kişi daha kayıp",1427, aynı fikirde olmamak
 IŞİD'in videoda ABD'li gazeteciyi öldürdüğü iddia edildi,2047, tartışmak
 Rahibe mide ağrılarından şikayetçi... ve DOĞUM YAPTI: Hamile olduğunu 'hiçbir şekilde' bilmeyen kız kardeşin İtalya'daki hastanede bir erkek bebeği var,1412, kabul etmek
 Bu Adam Noel İçin Ebeveynlerinin İpoteğini Ödedi,988, kabul etmek
 ABD'ye ait silahlı insansız hava araçlarının IŞİD liderini avlamak için Suriye üzerinde uçtuğu görüldü,1501, kabul etmek
" Üzgünüz, KFC Colorado restoranlarında ot satmayacak",1933, kabul etmek
Kirlenmiş sashimi yiyen suşi tutkununun tüm vücudu KURTLARLA dolu hale geldi,156, kabul etmek
" Kuzey Kore diktatörü Kim Jong-un, askeri tur sırasında iki ayağını kırdıktan sonra ameliyat oldu",1001, tartışmak
 Yeni Ses Kayıtları Michael Brown'ın 11 Kez Vurulduğunu Gösteriyor,2481, tartışmak
 DANIŞMANLIK-İslamcı isyancı lider ABD saldırısında öldürüldü - Somali hükümeti,1982, tartışmak
 IŞİD militanı 'Cihatçı John' medya tarafından açıklandı,1780, tartışmak
" Kadın, Erkek Arkadaşı Tarafından Terk Edildikten Sonra Tüm Haftayı KFC'de Geçirdi",1551, kabul etmek
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı yayımlandı,2149, tartışmak
 Bir Grup İnsan Banksy'nin Tutuklandığını Düşündü Ama Bu Bir Aldatmacaydı,2362, kabul etmek
" Yürek ısıtan videoda, oğul, Noel hediyesi olarak ebeveynlerinin ipotek borcunu ödediğini açıklıyor",2459, kabul etmek
" Apple, tamamen yeniden tasarlanmış 12 inçlik bir MacBook Air'ı piyasaya mı sürecek?",1013, tartışmak
" Mutsuz Müşteri: Comcast, Şikayetim Hakkında İşverenime Bilgi Verdi ve Beni İşten Çıkardı",2133, tartışmak
 Ann Arbor pizza dağıtım sürücüsü 2.000$ bahşişle şaşırtıldı,1358, kabul etmek
 Christian Bale'in İstifa Etmesiyle Steve Jobs'u Kim Oynamalı?,2211, kabul etmek
" NASA, Nikaragua Meteorit Raporları Hakkında Şüpheleri Artırıyor",715, tartışmak
 New York'ta düşük seviyede esrar bulundurmak yakında tutuklanma yerine ceza almanıza neden olabilir,1406, tartışmak
 Kim Jong Un'un kız kardeşi Kim Yo Jong mu sorumlu?,744, tartışmak
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,2096, tartışmak
 Lübnan 'DEAŞ liderinin kızını ve eski eşini tutuyor',2268, tartışmak
 Çıplak havaalanı çalışanının 'kaba' gardiyanlara karşı tuhaf bir protestoda tarayıcıdan geçişini izleyin,2234, kabul etmek
