Başlık, Vücut Kimliği, Duruş
 Kenya'nın Fidel'i yerine Küba'nın Castro'sunun yas tutması kafaları karıştırdı,2221,1
 Paul Revere'in 1795'teki zaman kapsülü ortaya çıkarıldı,2288,1
 'Aralık 2014'teki 6 Gün Karanlık' %100 Sahte; NASA 3 Gün Toplam Karanlık Sahtekarlığını da Doğruladı,2521,1
 “Axl Rose 2014'te öldü”: Guns N' Roses'ın solisti internetteki ölüm yalanıyla öldürüldü,2525,1
 Castro'nun Ölümüyle İlgili Yanlış Alarmlar Söylenti Yorgunluğunu Getiriyor,2399,0
 Gazeteci James Wright Foley'in IŞİD cihatçıları tarafından ABD'ye 'mesaj' olarak başının kesilmesinden endişe ediliyor,1093,0
 Tim Cook'un Apple Watch'un Su Geçirmezliğinin Geliştirildiğini Açıkladığı Bildirildi,1680,0
#HairGate: iPhone 6 Müşterileri Telefonun Saçlarını Yolduğundan Şikayetçi,2476,0
 YPG Doğruladı: Gill Rosenberg Kobani'de Yakalanmadı,756,1
 ABD'nin IŞİD'e yanlışlıkla hava yoluyla silah ulaştırdığı iddia ediliyor,1253,0
 Öğrenci havai fişek gösterisi sırasında yanlışlıkla üniversiteyi ateşe verdi,1876,1
" IŞİD, 'Bağdadi'nin Yavrusu' adlı çocuk askerine saygı duruşunda bulundu",1179,0
" IŞİD, ABD'li gazetecinin kafasını kestiğini iddia ediyor",2388,0
 Kuzey Kore'nin Kim Jong Un'un adını paylaşan herkesi yasakladığı bildirildi,1678,0
" 1974'ten Bu LEGO Talimatları Muhteşem (Ve Evet, Gerçekler)",1582,1
 IŞİD Sınır Krizi: DHS Şefi Teröristlerin Meksika Üzerinden ABD'ye Girmediğini Söyledi,1931,-1
 Batı Londra'dan Cihatçı John'un adı Muhammed Emwazi olarak açıklandı,1800,0
 Christian Bale Yaklaşan Steve Jobs Biyografisinden Çekildi,2017,0
 İtalyan balıkçı 280 kiloluk devasa yayın balığı yakaladı,842,1
 Balkabağı Baharatlı prezervatifler mi? Bu aldatmacaya kanmayın.,2269,1
 Michael Phelps'in kız arkadaşı erkek olarak doğmuştu ama yüzücüye geçmişini anlatmadı,1847,1
IŞİD militanı 'Cihatçı John' medya tarafından açıklandı,2123,0
 James Foley'in kafasının kesilmesi: Londra'lı rapçi ve cihatçının Suriye'de bir gazetecinin öldürülmesiyle ilgili soruşturma altında olduğuna inanılıyor,405,0
"Geri döndü! Muhteşem yeni Batmobile, ÇALINDIĞI söylentilerinin ardından Detroit'te tur atıyor...",1538,0
" IŞİD, Amerikalı foto muhabiri James Wright Foley'i kafasını kesti, daha fazlasının geleceğini tehdit etti",1336,1
 Michael Brown Saldırısının Ses Kaydının Ortaya Çıktığı Bildirildi,1461,0
 Kanadalı Çavuş Kevin Vickers parlamentoda tetikçiyi nasıl öldürdü,1472,0
" Apple, Platin Model Olarak Düşünülen Apple Watch'u Denemek İçin Rezervasyon Alacak",1291,0
"Batmobile ""Batman v Superman: Adaletin Şafağı"" Setinden Çalındı, Zack Snyder Kimin Yaptığını Biliyor",1751,-1
"Güney Kore: Kim Jong Un, kistini aldırmak için ayak bileği ameliyatı geçirdi",2053,1
 IŞİD'in ele geçirdiği jetlerde savaş pilotlarına eğitim verdiğini gözlem grubu söylüyor,2408,0
 Nijerya Boko Haram ile ateşkes ilan etti; kız öğrencilerin kaderi belirsiz,1540,0
 Nijerya Boko Haram ile ateşkes ilan etti; kız öğrencilerin kaderi belirsiz,2272,0
 Lübnan 'DEAŞ liderinin kızını ve eski eşini tutuyor',30,0
 Boko Haram ile varılan anlaşmanın ardından 200'den fazla kaçırılan Nijeryalı kız serbest bırakılacak,2191,0
 NET Ekstra: Ölülerden dönen Katolik rahip Tanrı'nın dişi olduğunu iddia ediyor,1014,1
 Evsiz Adamın 100 Dolarla İyi İşler Yaptığı Videosu Tamamen Uydurma Bir Aldatmaca mıydı!?,1971,1
" Christian Bale, Apple'ın kurucu ortağının yakında yayınlanacak biyografisinde Steve Jobs'u canlandıracak",945,1
 Kanadalı Asker Ottawa Savaş Anıtı'nda Vuruldu: Rapor,2156,0
" 'Vahşi Yanlış Bilgilendirme': Brian Williams, Mike Seidel'in Canlı Görüntüsünü Açıklıyor",2034,1
 IŞİD Militanı “Cihatçı John” Genç Batı Londralı Olarak Tanımlandı,2349,1
" Seth Rogen, Steve Jobs rolünde Christian Bale'in yanında Steve Wozniak'ı da canlandırabilir",1575,0
" 'Amerikan bombalaması ölüm fermanımı imzaladı': Kayıp ABD'li gazeteci James Wright Foley, Obama'ya bir uyarı olarak IŞİD'in korkunç videosunda başını kesmesine rağmen yılmadan ölüme gidiyor",1948,0
" Yürek ısıtan videoda, oğul, Noel hediyesi olarak ebeveynlerinin ipotek borcunu ödediğini açıklıyor",1535,1
" Nijerya, Boko Haram'ın Kaçırılan Kız Öğrencileri Serbest Bırakacağını İddia Ediyor",2403,0
" James Foley: Amerikalı Gazeteci James Wright Foley, Yeni IŞİD Videosunda Başı Kesildi [Son Dakika Haberleri]",782,1
 'Banksy' Paris Saldırısına Duygusal Çizimle Tepki Gösterdi,1584,0
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Çaldı Polisin Militarizasyonu",2220,0
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalandığına dair medya haberlerini araştırıyor",1807,0
 Macaulay Culkin Öldü: Oyuncu Bir Kez Daha Ölüm Sahtekarlığının Kurbanı Oldu,1559,1
 Meksika Öğrenci Katliamı Güncellemesi: Cinayet Alanında Daha Fazla Mezar Keşfedildi,777,0
" DSÖ, Irak'ta şüpheli Ebola vakalarına ilişkin haberlerin asılsız olduğunu söylüyor",2075,0
 'Batman V Superman: Adaletin Şafağı' Setinden Batmobil Çalındı mı? Raporda Batmobil Modellerinden Birinin Kayıp Olduğu İddia Ediliyor! Detroit Yerlileri Sorumlu mu?,1237,0
 IŞİD'in Suriye 'başkenti' üzerinde Predator tipi insansız hava araçları uçuruldu,1509,0
 Kongre Üyesi: 'En az 10 IŞİD savaşçısı' ABD'ye geçmeye çalışırken yakalandı,1764,0
 İddiaya Göre Brown'a Ateş Etme Kaydında Silah Sesleri Duyuluyor [SES],2235,0
 BAKIN: Kaliforniyalı evsiz adam 100 dolarlık bağışını başkalarına yiyecek vermek için kullanıyor,1996,1
 'Hairgate': iPhone 6 kullanıcıları 'bendgate' sonrası Apple'ın son sorunuyla karşı karşıya,1308,0
İslamcı internet siteleri İsrailli-Kanadalı kadının DEAŞ tarafından kaçırıldığını iddia ediyor: haber,1295,0
 Boko Haram'ın Nijeryalı kız öğrencileri kaçırmasının üzerinden altı ay geçtikten sonra onları serbest bırakmak istediği bildirildi,1681,0
" Hayır, bir örümcek (muhtemelen) birkaç gün boyunca bir adamın vücudunda sürünmedi",2293,0
" Video: IŞİD, Kobani Yakınlarında ABD Silahlarını Havadan Attığını Ele Geçirdiğini İddia Ediyor",781,0
" Apple, Retina Ekranlı 12 inç MacBook Air'ı piyasaya sürebilir",1101,0
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı ortaya çıktı,2149,0
 NET Ekstra: Ölülerden dönen Katolik rahip Tanrı'nın dişi olduğunu iddia ediyor,2445,-1
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Yayımladı",483,0
 Macaulay Culkin Öldü: İnternet Ölüm Sahtekarlığı Oyuncunun Dairede Ölü Bulunduğunu İddia Ediyor,1555,1
" Nijerya, Boko Haram ile ateşkes ve kaçırılan kızlar konusunda anlaşmaya vardığını iddia ediyor",1419,0
"DNA testi, çocuğun DEAŞ lideri Ebubekir el-Bağdadi'nin kızı olduğunu doğruladı",194,1
 İslam Devleti tarafından bir Amerikalı rehine daha risk altında,2524,1
 Michael Brown cinayetinde en az 10 el ateş edildiği iddia edilen ses kaydı,1426,0
 Toplu mezarlarda bulunan cesetler arasında Meksikalı öğrenciler yok,1109,1
 'Cihatçı John': Maskenin ardındaki IŞİD katili genç bir Londralı,1939,0
 13-14 yaşlarındaki yedi kız çocuğunun okul gezisinde hamile kalması üzerine ebeveynler öfkelendi,2097,1
" Dylan Thomas, Derinin Altında Yuva Yapmış Tropikal Örümcek Buldu",800,0
 Christian Bale Steve Jobs Filminden Çıktı (Özel),1217,0
 Bowe Bergdahl takasında 'Taliban Beşlisi'nden birinin militanlığa döndüğü iddia edildi,2531,0
" Bergdahl: Senatör, Cihatçıların El Kaide Bağlantılı Biriyle 'Temas Halinde' Olan ABD Askerleriyle Değiştirildiğini Söyledi",371,0
" Uzman, Bunbury'li Dylan Thomas'ın mide örümceği hikayesine şüpheyle yaklaşıyor",1321,1
" Video, Militanlar Tarafından ABD'li Gazetecinin Başının Kesildiğini Gösteriyor",2147,0
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Kaydı Yayınladı",1692,0
 ABD'li rehine Luke Somers kurtarma operasyonu sonrasında hayatını kaybetti,826,0
 Doğrulanmamış raporlara göre ISIS İngiltere rehinesi David Haines'in kafası kesildi,1224,0
" Öldürülen Ottawa tetikçisi Michael Zehaf-Bibeau'nun Quebec, BC'de sabıka kaydı vardı",1178,0
 Ne kazanıyorlar: Başkan Yardımcısı Shane Smith'in 300.000 dolarlık biftek yemeği,2130,0
" Nijerya ile Boko Haram ateşkes anlaşmasına vardı, kaçırılan kızlar serbest bırakılacak, yetkili diyor",2139,0
 Boko Haram ile iddia edilen ateşkese rağmen Nijerya'da isyancılar öldürüldü,1139,0
" Çinlilere, öne geçmek için İngiliz tınılı isimler seçmeleri tavsiye edildi",1789,1
 Irak hava saldırısında önemli IŞİD lideri öldürüldü,1889,0
 Durex'in Söylentilere Göre 'Pumpkin Spice' Kondomu Hakkındaki Görüşü: Yorum Yok,1985,0
 YPG Doğruladı: Gill Rosenberg Kobani'de Yakalanmadı,2471,0
" Kaynaklar: Guns N' Roses'ın Solisti Axl Rose, 52 Yaşında West Hollywood'daki Evinde Ölü Bulundu",2166,0
 Evsiz Bir Adama 100 Dolar Verdikten Sonra Gizlice Onu Kameraya Çekti...,1922,0
 Ebola Salgını 2015 Güncellemesi: IŞİD Savaşçıları Ölümcül Virüse Yakalanmış Olabilir,1689,0
 Nikaragua'nın Başkenti Managua'da Küçük Meteor Düştü,1073,0
" Christian Bale, Steve Jobs'ı Canlandırmak İçin Görüşülüyor (Özel)",458,0
 Fındık! Hintli guru 400 takipçisini testislerini kesmeye ve Tanrı'ya daha yakın olmaya ikna etti,1654,0
 IŞİD militanları klor gazıyla 300 Irak askerini öldürdü,2002,0
 Kayıp Meksikalı öğrenciler 'toplu mezarda bulunamadı',983,0
 WTC fareleri Anna Wintour'u korkutuyor,1045,1
İslamcı internet siteleri İsrailli-Kanadalı kadının DEAŞ tarafından kaçırıldığını iddia ediyor: haber,1976,0
 IŞİD lideri Ebubekir el-Bağdadi'nin eşi ve oğlu 'Lübnan sınırında gözaltına alındı',1267,0
 Lübnan 'DEAŞ liderinin kızını ve eski eşini tutuyor',2155,0
" SON DAKİKA HABERİ: IŞİD, ABD'ye Irak'ta eylemi durdurması yönünde uyarıda bulunmak amacıyla kayıp Amerikalı gazeteci James Wright Foley'in kafasını kesti",1589,1
"Obama, James Foley'in İdamını Kınadı: 'Bugün Tüm Dünya Dehşete Düştü'",2495,0
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,991,0
 'Cihatçı John': Maskenin ardındaki IŞİD katili genç bir Londralı,939,0
" Abdel-Majed Abdel Bary: Londra Rapçisi, James Foley'i Kafasını Kesen IŞİD Militanı Olarak Tanımlandı",1079,1
 IŞİD'in savaşçılarının 'virüse yakalanması' sonrasında İngiltere'ye EBOLA saldırısı başlatabileceği endişesi,1615,0
Michael Brown'ın vurulduğu anı ses kaydının kaydettiği iddia ediliyor,2481,0
"Batmobile ""Batman v Superman: Adaletin Şafağı"" Setinden Çalındı, Zack Snyder Kimin Yaptığını Biliyor",1459,0
" Milletvekili, ""Güney ABD Sınırında En Az 10 İslam Devleti Savaşçısı Yakalandı"" Dedi",425,0
" IŞİD liderinin 'karısının' tutuklanmasında kafalar karıştı, detaylar belirsiz",2268,0
 Star Wars 7: JJ Abrams vizyon tarihini 2015 yazına ertelemek istiyor,193,0
" Nikaragua hükümeti, göktaşının Nikaragua'da büyük bir krater oluşturduğunu söylüyor",2264,0
" NASA, Managua patlamasının bir meteor olmadığını öne sürüyor",2154,0
" Vogue'un NYC ofislerindeki fareler - Adımlarınıza dikkat edin, Anna Wintour",2263,1
" Paslanmaz çelik Apple Watch sadece 499 dolara mal olabilir, ancak altın 10 kat daha pahalı olacak",2485,0
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,1016,0
"Söylenti: Seth Rogen, Sony'nin Steve Jobs Filminde Woz Olarak Görünecek",999,0
 IŞİD'in Irak'ta Amerikalı Foto Muhabirinin Kafasını Kestiği İddia Edildi,2386,0
 Yumurta likörü içme yarışması hastanede kalmaya yol açtı,1901,1
" Kim Yo-Jong, Kim Jong Un'un Rolünü Üstlendi mi? Kuzey Kore'nin Sağlıksız Olduğuna Dair Söylentiler 'Uydurma'",2477,0
" ""Kesinlikle Yanlış"": DHS, IŞİD'in ABD-Meksika Sınırını Geçmeye Çalıştığına Dair Sağcı Kurguyu Çürütüyor",1764,1
" Söylenti: Paslanmaz Çelik Apple Watch 500 Dolar, Altın 4.000 Dolar Olacak",181,0
Saddam Hüseyin'in pilotları IŞİD grubuna eğitim veriyor,1115,0
" İki GOP Kongre Üyesi, Şüpheli Teröristlerin ABD-Meksika Sınırını Geçerken Yakalandığını Söyledi",2261,0
 Rapor: Jose Canseco yanlışlıkla vuruldu,1154,0
Rapor: Christian Bale Steve Jobs Filminden Vazgeçti,454,1
 Nikaragua Meteorit Çarpma Teorisi Meteor-Yanlış Olabilir,1731,-1
 Medya raporları Londralıyı IŞİD'in 'Cihatçı John'u olarak tanımlıyor,2165,0
 13 yaşında yedi kız çocuğu okul gezisinde hamile kalıyor,1103,0
" Rahibe, mide ağrısından şikayet ettikten sonra 'sürpriz bir bebek' sahibi oldu",2479,0
 IŞİD katili 'Cihatçı John'un adı Muhammed Emwazi olarak açıklandı,1374,1
 Bu Evsiz Adamın Yüz Dolar Harcamasını İzleyin ve Bir Mendil Bulundurun [Video],2305,1
" Ottawa saldırısı: Öldürülen askerin adı Nathan Cirillo, şüphelinin adı ise Michael Zehaf-Bibeau olarak belirlendi",2214,1
 Hava Durumu Muhabiri Kar Üzerine Adını Yazarken Yakalandı Kamera Karşısına Çıkmaya HAZIR DEĞİLDİ (GÜNCELLENDİ),1968,-1
 James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,1589,1
 Somali Şebab lideri Ahmed Abdi Godane'nin ABD saldırısında muhtemelen öldüğü tahmin ediliyor: Kaynak,2374,0
 Sugarhill Çetesi'nden Rapçi Big Bank Hank 57 yaşında öldü,2035,1
" 48 dakika ölen rahip, Tanrı'yla tanıştığını ve onun bir kadın olduğunu söyledi",1849,1
 Öğretmen seks kasetinin internet dedektifleri pornografik klibin kaynağını bulduktan sonra SAHTE olduğu ortaya çıktı,1018,-1
 Videoda IŞİD'in foto muhabiri James Foley'i başını keserek öldürdüğü görülüyor,2388,0
 Ürdün Kralı intikam yemininde Clint Eastwood'u örnek gösterdi,2433,0
" Irak, Lübnan'ın sınırda gözaltına alınan kadının kendilerine İslamcı aşırılıkçının eşi olduğunu söylediğini iddia etmesine rağmen, IŞİD lideri el-Bağdadi'nin eşinin tutuklanmadığını iddia ediyor",2337,1
 YPG Doğruladı: Gill Rosenberg Kobani'de Yakalanmadı,276,1
" Nijerya, Boko Haram'ın Kaçırılan Kız Öğrencileri Serbest Bırakacağını İddia Ediyor",2191,0
Irak medyası: IŞİD militanları Ebola'ya yakalandı,2138,0
" PGA Tour, Tiger Woods'un Uyuşturucu Testinden Geçemediği İddiasını Reddetti",2330,1
 GÜNCELLEME: BATMAN v SUPERMAN Batmobile'ın (Şok Edici!) Detroit Yerlileri Tarafından Çalındığı İddia Edildi,2519,0
" Boko Haram Ateşkesi: Yetkililer, Kaçırılan Nijeryalı Kız Öğrencilerin Serbest Bırakılacağını Söyledi",2272,0
" Kayıp Libya uçağı, Kuzey Afrika'da 11 Eylül benzeri saldırı korkularını tetikledi",2162,0
 Kim Jong-un 'İSKOÇYA'da yeni bir restoran açmaya hazırlanıyor',2452,0
 Comcast'ın Kendisini Kovulmasına Neden Olduğunu Söyleyen Adam Dava Açtı,1383,0
 Suriye'de Kaybolan Gazeteci James Foley'in Başının Kesilmesi Görüntülendi,2047,0
 Rapçinin James Foley'nin celladı olduğu ortaya çıktı: haberler,1530,0
" Christian Bale, Steve Jobs'ı Canlandırmak İçin Görüşülüyor (Özel)",2211,0
 Christian Bale Steve Jobs'u canlandırmayacak,1217,0
 Doğrulanmamış videoda yardım görevlisi David Haines'in başının kesildiği görülüyor,1757,0
 ABD Rehine Luke Somers Yemen Kurtarma Girişimi Sırasında Öldürüldü: Aile,1844,0
SON DAKİKA Gill Rosenberg eski IDF askeri ISIS tarafından yakalandı,2302,0
" Meksika, Toplu Mezarda Ölenler Arasında Öğrencilerin Olmadığını Söyledi",1795,1
" 'Bağdadi'nin yavrusu': IŞİD, en genç cihatçısının savaşta 'şehit düştüğünü' bildirdi",1785,0
" İslamcı Militanlar Libya'da 11 Ticari Uçağı 'Çaldı', Terör Saldırısı Korkularını Artırdı",508,0
 'Yamyam anne doğum yaptıktan sonra yeni doğan bebeğini yemeye çalıştı',444,0
 Nikaragua'da Yapılan Bir Meteor Kraterini Görün,1731,1
 Kenya'daki alışveriş merkezi katliamını emreden Eş-Şebab liderinin Somali'deki ABD insansız hava aracı saldırısında öldürüldüğü düşünülüyor,226,0
 Bergdahl Borsasında Serbest Bırakılan Mahkum Taliban'la Yeniden Bağlantı Kurmaya Çalıştı,773,0
" Ebola, Musul'daki IŞİD militanlarına bulaştı mı?",1615,0
 Meksika'da Bir Toplu Mezar Öğrenci Katliamına İşaret Ediyor,2334,0
 Üzgünüm Herkes: Durex Ne yazık ki Balkabağı Baharatlı Kondom Üretmiyor,2252,1
" Boston.com, profesörün 'ırkçı' e-postalar gönderdiğini iddia eden haberi yayından kaldırdı",1075,0
 IŞİD militanları ABD'li gazeteci James Foley'i öldürdüğünü iddia etti,2450,0
" Libya havaalanının İslamcı militanlar tarafından ele geçirilmesinin ardından kaybolan uçaklar, 11 Eylül benzeri yeni saldırılar korkusunu artırdı",1165,0
 Ateşkes iddiasına rağmen Nijerya Boko Haram baskınlardan sorumlu tutuldu,1430,0
" Öldürülen Ottawa tetikçisi Michael Zehaf-Bibeau'nun Quebec, BC'de sabıka kaydı vardı",2246,1
" Adına Öldürmek! Kim Jong-un, 'Kim Jong-un' adlı diğerlerine saldırı başlattı",2032,0
 Balkabağı baharatlı prezervatif olmayacak,1985,0
 Yeni Bir iOS 8 Hatası Tüm iCloud Belgelerinizi Silebilir,2054,0
 IŞİD lideri öldü mü?,1254,0
" Comcast Müşteriye Yönelik Şikayetleri Reddediyor, İşvereninin Onu İşten Çıkarmasını Sağlıyor",2438,0
" Seth Rogen, Steve Jobs Biyografisinde Apple Kurucu Ortağı Wozniak'ı Canlandıracak",1575,0
 Kuzey Kore tahtının arkasındaki güç artık Kim Jong-un'un kız kardeşi mi?,2477,0
 IŞİD videosu kaçırılan gazeteci James Foley'nin kafasının kesildiğini iddia ediyor,311,0
 Norfolk'lu Adam Kabız Japon Balığına Hayat Kurtarıcı Ameliyat İçin 300 Sterlin Ödedi,1364,1
Meksika'da 43 Öğrencinin Kaybolduğu Yerin Yakınında Toplu Mezarlar Bulundu,646,0
" İşte BU bir Kraliyet gezisi! Alan Titchmarsh, Buckingham Sarayı'ndaki Kraliçe'nin bahçesinde psikedelik mantar buldu",1647,1
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Yayımladı",1446,0
 Judd Nelson Ölüm Sahtekarlığı: FOX Haber Taklitçisi Los Angeles Apartmanında Ölü Bulunan Aktörü İddia Ediyor,2278,1
 IŞİD lideri öldü mü?,1645,0
 Ateşkes ilanına rağmen Boko Haram'dan yeni saldırılar bildirildi,2530,0
" Bilim insanları, bir örümceğin SCAR yoluyla midesine girdiği iddiasını şüpheye düşürdükçe kafa karışıklığı yaşanıyor",1880,1
 Nikaragua'nın Başkenti Managua'da Küçük Meteor Düştü,961,1
 Videoda IŞİD'in foto muhabiri James Foley'i başını keserek öldürdüğü görülüyor,726,1
 SON DAKİKA: IŞİD KİMYASAL SİLAHLAR KULLANIYOR – Klor Gazı Saldırısında 300 Irak Askerini Öldürdü,956,0
" Fidel Castro Öldü mü? Evet, Öldü... Ama Küba Lideri Yaşıyor, Ölüm Söylentileri Yanlış Çıktı",1003,0
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",1139,0
" Christian Bale, Steve Jobs Biyografisinden Çekildi",2017,0
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,1966,0
 Devam Eden Şiddet Boko Haram Ateşkesini Tehlikeye Atıyor,2144,0
 ABD Rehine Luke Somers Yemen Kurtarma Girişimi Sırasında Öldürüldü: Aile,2318,0
 Michael Brown cinayetinde en az 10 el ateş edildiği iddia edilen ses kaydı,1818,0
" New York Şehri, Küçük Miktarda Esrar Bulundurma Suçundan Tutuklamaları Sonlandırmayı Planlıyor",807,1
 Çıplak havaalanı çalışanının 'kaba' gardiyanlara karşı tuhaf bir protestoda tarayıcıdan geçişini izleyin,511,1
"Boko Haram ateşkesi yalanladı, lider kaçırılan kızları evlendirdiğini söyledi",2530,0
 'Hairgate': iPhone 6 kullanıcıları 'bendgate' sonrası Apple'ın son sorunuyla karşı karşıya,1646,0
 Vogue'un yeni dükkanında farelerin cirit attığı iddia ediliyor,2263,0
 Libya: Kayıp Libya Uçakları Güvenlik Endişelerine Yol Açtı,2208,1
 Ottawa Saldırısı: Kanada Ulusal Savaş Anıtı'nda Bir Asker Vuruldu,2156,1
 James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,1948,0
 Michelle Obama'nın yüzü Suudi devlet televizyonunda bulanıklaştırıldı,2453,-1
 Michael Phelps'in kız arkadaşı erkek olarak doğmuştu ama yüzücüye geçmişini anlatmadı,599,0
 Cihatçı John'un Batı Londra'dan İngiliz bir adam olduğu tespit edildi,1219,0
 RAPOR: Michael Brown Saldırısının İddiaya Göre Yeni Ses Kaydı,2250,0
" GOP Temsilcisi Duncan Hunter, Teksas Sınırında En Az 10 IŞİD Savaşçısının Yakalandığını İddia Ediyor",2367,0
 Bavulun yanında eşyalarla dolu halde bulunan köpeğin sahibini bulmak için arama çalışmaları başlatıldı,1544,1
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",955,0
 Adam kız arkadaşıyla ayrıldıktan sonra penisini kesti,1517,1
 'Teen Wolf' lakaplı New Yorklu lise öğrencisi borsada 72 milyon dolar kazandı,1987,0
"Anne, kızının bakımını finanse etmek için oğlunu satmaya çalışırken gerçek hayatta Sophie'nin Seçimi ile karşı karşıya",1574,1
 Bu dünyanın en eski burgeri mi? Adam McDonald's Quarter Pounder'ı 20 YIL sakladığını iddia ediyor,2411,0
" Ürdün Kralı Abdullah, IŞİD'e yönelik hava saldırılarını bizzat gerçekleştirmedi",2433,0
 ABD'li rehine Luke Somers kurtarma operasyonu sonrasında hayatını kaybetti,825,0
"Bu hafta internette sahte olan neydi: Obama'nın barış ödülü, balkabağı baharatlı prezervatifler ve çılgın kış karı",1954,1
 Nikaragua'nın Başkentinde Göktaşı Ev Büyüklüğünde Krater Açtı,1913,1
" Seth Rogen, Christian Bale'in Steve Jobs Filminde Apple'ın Steve Wozniak'ını Canlandırmaya Hazırlanıyor (Özel)",586,0
" Milletvekili, ""Güney ABD Sınırında En Az 10 İslam Devleti Savaşçısı Yakalandı"" Dedi",871,0
 İtalya'da 40 dakikalık tekne mücadelesinin ardından oltayla yakalanan 20 taşlık devasa yayın balığı,1652,1
" Christian Bale, yaklaşan biyografik filmde Steve Jobs'ı canlandıracak",1299,-1
 Balkabağı baharatlı prezervatif olmayacak,2252,1
"Meksika öğrenci katliamıyla sarsıldı: En az 17 yolsuzluk karşıtı protestocu 'toplandı, öldürüldü ve toplu mezara atıldı' - ve 26 kişi daha kayıp",1613,0
 Kadın ayrılığının üstesinden gelmek için bir hafta KFC'de kaldı,1551,1
" Rapor: Ses, Michael Brown Vurulduğu Sırada Silah Sesleri Arasında Duraklama Olduğunu Gösteriyor",1934,0
" Comcast, Hizmetinden Şikayetçi Olan Bir Adamın İşinden Kovulmasına mı Neden Oldu?",2438,0
"Geri döndü! Muhteşem yeni Batmobile, ÇALINDIĞI söylentilerinin ardından Detroit'te tur atıyor...",1671,0
 Bergdahl Borsasında Serbest Bırakılan Mahkum Taliban'la Yeniden Bağlantı Kurmaya Çalıştı,2207,0
 IRAK VE KÜRT MEDYASI HABERLERİ: IŞİD SAVAŞÇILARI EBOLA'YA YAKALANDI,1355,0
" Ottawa, IŞİD'in Kanadalı-İsrailli bir kadını kaçırdığına dair haberleri araştırıyor",1106,0
" Apple Watch Pil Ömrü Şu Anda 'Yaklaşık Bir Gün', Ancak 2015 Lansmanında Gelişebilir",708,0
 Bavulun yanında eşyalarla dolu halde bulunan köpeğin sahibini bulmak için arama çalışmaları başlatıldı,1164,1
" Şakacı Evsiz Adama 100 Dolar Verdi, Onu Gizlice Takip Etti ve Başkaları İçin Yiyecek Aldığını Öğrendi",2061,1
 Medya Başkan Yardımcısının 30 Kişilik Akşam Yemeği İçin 300.000 Dolar Ödediği Söyleniyor,1834,0
 Hava Durumu Muhabiri Mike Seidel Canlı Yayında Hazırlıksız Yakalandı ve Karda İşiyormuş Gibi Göründü -- İzleyin!,1855,0
" Boko Haram Ateşkesi Reddetti, Kaçırılan Kızların “Evlendirildiğini” Söyledi",2403,0
" Yeni Ses Kaydı, Michael Brown Vurulduğu Sırada Silah Seslerinde Duraklama Olduğunu Gösteriyor: Avukat",1715,0
 Bali örümceği Avustralyalının göğsünün altına giriyor,1321,-1
ABD Deniz Piyadesinin Taliban keskin nişancısı tarafından BAŞINDAN vurulmasını izleyin - ve hikayeyi canlı olarak anlatın,2046,1
 ŞOK İDDİA: PGA Golfçüsü Tiger Woods'un Uyuşturucu Testinin Başarısız Olması Nedeniyle Askıya Alındığını Söyledi,1718,0
 IŞİD Militanları Ebola'ya Yakalandı: Irak ve Kürt Medyası Bildiriyor,1974,0
 İnfazcılar tecavüzcünün penisini kesti,1022,1
" Boko Haram, kaçırılan kız öğrencilerin serbest bırakılması için ateşkes ilan ettiğini yalanladı",2144,0
 Tropikal örümcek apandisit yarasından insanın derisinin altına girdi ve orada ÜÇ GÜN yaşadı,761,1
" Kevin Vickers, Parlamento İçinde Silahlı Bir Adamı Vurduğu İddiasıyla Kahraman Olarak Selamlandı",1900,0
 IŞİD'e yanlışlıkla silah teslimatı ve hava yoluyla yapılan yardımlarla ilgili sorun,2168,0
 IŞİD militanı 'Cihatçı John'un Londra'dan Muhammed Emwazi olduğu açıklandı,2165,1
" Cihatçı John: Muhammed Emwazi, IŞİD'in baş kesmelerinin arkasındaki maskeli adam olarak açıklandı",1800,0
 24 yıl işe gelmeyen devlet memuru işten atıldı,2441,1
" ""Kesinlikle Yanlış"": DHS, IŞİD'in ABD-Meksika Sınırını Geçmeye Çalıştığına Dair Sağcı Kurguyu Çürütüyor",1931,-1
" 48 dakika ölü kalan Katolik Rahip, Tanrı'nın kadın olduğunu iddia ediyor",1849,1
 Nijerya ve Boko Haram 'ateşkes ve kızların serbest bırakılması konusunda anlaştı',2403,0
