Headline,Body ID,Stance
Priest who died for 48 minutes says he met God and she’s a woman,1008,1
Sugarhill Gang's Big Bank Hank Dead At 57,1190,1
CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,1952,0
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',2022,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,822,0
"Spider burrowed into appendix scar, crawled through WA man's body",2042,-1
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1430,0
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2096,0
Sergeant-at-Arms stopped shooter on Parliament Hill,1666,1
Officials: Report That Area Town Is Under Ebola Quarantine Is False,968,1
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1966,1
"Israel opens dams, floods Gaza",1967,0
‘Photo of slain IS leader’ reported to be doctored,1473,-1
Nigeria and Boko Haram 'agree ceasefire and girls' release',1430,0
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1356,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1948,0
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',2440,1
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",1026,1
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1531,-1
American hostage in Yemen freed in military raid-Defence Ministry,1844,0
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",1401,0
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",2509,0
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,299,0
Has North Korean dictator Kim Jong-un been replaced by his sister?,2470,0
Islamic State militants claim to behead missing American journalist,2388,0
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1959,1
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",2061,-1
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",2271,0
"Israel opens dams, floods Gaza",1803,1
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2367,-1
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1027,0
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1837,-1
"Jihadi John named as Mohammed Emwazi, from west London",1939,0
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1802,0
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,2208,1
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2003,0
More American Weapons for ISIS,1010,0
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2097,1
Meteor Leaves 40-Foot Crater Near Managua's Airport,1213,-1
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1198,0
ISIS: Desperate mum told 'you've just eaten your son' after visiting militants' base in search of kidnap victim,2219,0
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,2288,1
ISIL video claims beheading of kidnapped journalist James Foley,782,0
"Are missing students in mass graves found near Iguala, Mexico?",2334,0
Unconfirmed Reports Say UK Hostage Held By ISIS Found Innocent,347,0
US officials: Video shows American's execution,782,0
MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,1805,1
Iraqi media: ISIS militants have contracted Ebola,1689,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1531,-1
British aid worker David Haines beheaded by ISIL,2306,0
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1605,0
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,516,1
WHO says reports of suspected Ebola cases in Iraq are untrue,2180,1
ISIS militants trick mother into ‘eating her kidnapped son’,2197,0
Mexico checks if 43 missing students in mass grave,702,0
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",2365,0
Missing Libyan jetliners raise fears of terror attacks on 9/11,653,1
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,819,0
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2470,0
Audio recording allegedly captures moment Michael Brown was shot,1776,0
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1461,0
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,266,0
Christian Bale won't play Steve Jobs,755,1
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1308,0
Luke Somers 'killed in failed rescue attempt in Yemen',1988,0
South Korea: Kim Jong Un had ankle surgery to remove cyst,2153,0
"Spider burrowed into appendix scar, crawled through WA man's body",1579,0
There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,1089,0
Lego letter from the 1970s still offers a powerful message to parents 40 years later,2171,1
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,2037,0
North Korea reportedly bans anyone sharing Kim Jong Un's name,719,0
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1296,0
Seven teenage girls get pregnant on school trip,1103,0
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",1521,1
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",1036,0
Iraqi media: ISIS militants have contracted Ebola,1040,0
"No, Jordan's King Abdullah II is not personally flying planes against Isis",2433,0
Ebola Scare in Kansas City,1404,0
ISIS KILLS 300 IRAQI SOLDIERS WITH CHLORINE GAS: SHIA MP,2002,0
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,394,0
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",2196,1
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2471,0
ISIL allegedly kills US journalist in video,1747,0
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",1368,0
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2268,0
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1215,1
"Meet Magneto Boy, the kid who attracts metal with his body",2215,1
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1166,0
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,2163,1
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",961,1
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1760,0
Nun who gave birth ‘had no idea’ she was pregnant,2492,1
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1506,0
Mexican students not among bodies found in mass graves,1427,1
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",2475,-1
REPORT: The Batmobile Might Have Been Stolen In Detroit,1459,0
KANE'S FUTURE IN WINNIPEG IN DOUBT?,1577,0
"No, there aren’t any Ebola cases in Iraq",1807,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1419,0
Man who SLAPS people if they sneeze in public being hunted by police,1897,1
Michael Brown shooting audio caught on tape?,944,0
Journalist James Wright Foley reportedly beheaded by ISIS,2047,0
Man Chops Off and Throws Away His Small Penis After Bad Breakup,1560,0
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,2113,0
"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",2492,0
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2403,0
Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,687,1
Tiger Woods' agent shoots down report of failed drug test,1718,1
Macaulay Culkin dead: Actor is victim of another death hoax,1805,1
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",2519,1
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,1179,0
REPORT: The Batmobile Might Have Been Stolen In Detroit,1242,0
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,622,0
Popular 'Banksy' Instagram account offers powerful message of perseverance after Paris attack,2375,0
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1564,0
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,2154,0
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",1966,0
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1896,0
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1974,0
Small Meteorite Strikes in Nicaragua's Capital City of Managua,2475,-1
11 jetliners 'missing' after Islamist takeover of airport,2448,0
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,1881,0
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",2370,1
ISIS Beheads American Journalist,1658,1
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1116,0
"Are missing students in mass graves found near Iguala, Mexico?",1912,0
Terrorist Plot Targeting Black Friday Shoppers Uncovered,2091,1
ISIL Beheads American Photojournalist in Iraq,1948,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,419,0
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1922,0
North Dakota Names Landfill After Obama,468,1
GCPD Solved Stolen Batmobile Case?,1237,0
ISIL Beheads American Photojournalist in Iraq,1679,0
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,2153,0
Dog found abandoned at Scottish train station with suitcase of belongings,1642,1
Small Meteorite Hits Managua,2154,0
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,2475,1
"Small meteorite strikes Nicaragua, government says",2154,0
BREAKING: ISIS Beheads American Journalist James Wright Foley,2388,0
Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,1518,1
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,271,0
Someone painted a graffiti dick on a $2.5 million car,2369,1
WHO ‘probing’ whether ISIS fighters got Ebola,1891,0
Vogue’s Rat Infestation: Disturbing New Details,1149,0
Frisco: Sick patient claims to have had contact with Ebola victim,1758,0
"Hostage David Haines' Murder 'Evil', PM Says",1757,0
Judd Nelson isn't dead; report is a hoax,2278,1
Mirfield man's tears of joy after lost voicemail of wife retrieved,565,1
The baby from Teletubbies reveals herself,1623,1
The iPhone 6 'Hairgate' Is Not a Thing,1646,1
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,867,0
Rat problem worsens at One World Trade Center offices of Conde Nast,2498,1
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1896,0
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1698,1
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2524,1
An audio recording of the Michael Brown shooting has reportedly surfaced,149,0
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,1659,0
#Hairgate: iPhone 6 users say device pulls out hair,1533,0
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1862,0
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,723,0
"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",2332,-1
CNN Posts Alleged Audio of Michael Brown Shooting,120,0
Meteor Leaves 40-Foot Crater Near Managua's Airport,1056,-1
Watch: US marine survives Taliban sniper headshot in Afghanistan,305,1
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",880,0
An audio recording of the Michael Brown shooting has reportedly surfaced,1818,0
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1891,0
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1615,0
ISIL Beheads American Photojournalist in Iraq,928,0
'Jihadi John' named as Mohammed Emwazi from London,2349,1
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,837,0
Nigeria says ceasefire agreed with Boko Haram,1885,0
6 hidden mass graves may hold missing Mexican students,1912,0
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,891,0
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",616,0
"Meet Magneto Boy, the kid who attracts metal with his body",1433,1
Video Purports To Show Beheading Of U.S. Journalist By Militants,1658,0
Pentagon: Airstrike killed terror leader in Somalia,1610,1
"Batmobile stolen in Detroit? Good one, joker!",1671,0
Michael Brown shooting audio caught on tape?,2287,0
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,2010,0
Has Apple quietly fixed its iPhone 6 Plus ‘Bendgate’ problem?,370,0
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2349,1
James Foley remembered as 'brave and tireless' journalist,2386,1
Bali Awry,1104,0
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,1529,0
Christian Bale Exits Steve Jobs Movie (Exclusive),860,0
Nigeria says it has deal with Boko Haram to release kidnapped girls,1139,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,2293,0
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1669,0
Lego letter from the 1970s still offers a powerful message to parents 40 years later,547,1
Kim Jong-un 'so fat he has fractured his ankles',2153,0
Magic mushroom found growing at Buckingham Palace,1647,1
Pope Francis turns out not to have made pets in heaven comment,218,-1
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,2155,0
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,2327,0
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1573,1
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,2039,0
Sick Mum Sedated After Trying To Eat Baby,1462,1
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1342,1
ISIS Getting Ebola,1689,0
Sugarhill Gang's Big Bank Hank Dead At 57,2035,1
Michael Brown shooting audio caught on tape?,2235,0
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,2504,1
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1588,0
Now the Vogue Rats Are Chewing Through Couture,2031,1
CNN Plays Alleged Recording of Michael Brown Shooting,2317,0
Rats are still running around at Vogue,2106,0
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1346,0
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1256,0
Michelle Obama's Hair Appeared Totally Uncensored on Saudi TV,1975,1
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",1305,0
“Willie Nelson dead 2015” : Guitarist killed by internet death hoax,553,1
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2272,0
The iPhone 6 'Hairgate' Is Not a Thing,1867,0
"Amazon to launch first brick-and-mortar store, report says",2045,0
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,2414,1
White House Fence Jumper Actually Made It Pretty Far Inside,1365,1
Islamic State claims it executed American photojournalist James Foley,1336,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1692,0
"ISIS Claims an American Hostage, Kayla Mueller, Died in Airstrike in Syria",1293,0
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1198,1
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,851,0
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1896,0
Nigeria says it has deal with Boko Haram to release kidnapped girls,520,0
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,1331,0
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,1254,0
Purported ISIS claim: Jordan airstrike kills female US hostage,1293,0
Macklemore Gets Twitter-Trolled with the #MacklemoreJoinedISIS,1413,1
"No, Banksy hasn’t been arrested",1884,1
Boko Haram ceasefire ignored as violence flares in Borno state,2272,-1
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2385,0
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1630,1
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",34,0
ISIS leader dead?,891,0
Missing Planes,2010,0
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1836,0
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1569,1
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,620,0
Report claims Kim Jong-un underwent surgery to repair fractured ankles,541,0
Islamic State Leader al-Baghdadi “Not Dead”,1522,0
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",296,0
"Don't forget to tip...especially if you spend $300,000",1268,1
NASA: Viral news on days of darkness in December is hoax,403,-1
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1582,1
Gateway Pundit,1598,0
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2147,0
"The gold Apple Watch Edition could set you back a whopping $4,999",1595,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,632,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1173,0
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1419,0
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,959,0
Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,1656,0
Soldier shot in Ottawa at War Memorial,1659,0
Dog abandoned at Ayr station with belongings in suitcase,1853,1
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,2061,-1
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",1240,1
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2434,0
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,2115,1
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1682,0
Meet the X-BOY: Electric shock turns kid into MAGNETO,1433,1
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",550,1
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1012,0
iOS 8 bug could delete your iCloud Drive documents,883,0
Boston.com pulls story accusing prof of sending ‘racist’ emails,375,0
Bali Awry,1602,0
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1899,0
Jose Canseco Accidentally Shot Himself in the Hand,2352,1
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,2356,0
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,1859,1
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2016,1
Saudi cleric issues fatwa on snowmen,2167,1
Missing American journalist reportedly beheaded by Islamic State ,1589,0
Missing American journalist reportedly beheaded by Islamic State ,903,0
US drones hunt Isis leader in Syria,2129,0
Mass grave found after 40 students disappear in Mexican protest,1613,0
Research Medical Center denies reports that a patient has Ebola,1343,1
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1972,0
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1036,0
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2155,0
Macaulay Culkin Victim of Another Online Death Hoax,2502,1
Doubts cast over Nicaragua meteorite claim,1790,0
The Case of the Stolen Batmobile Has Been Solved,2519,0
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",2221,1
"Islamic State training fighter pilots in captured jets, monitoring group says",280,0
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,903,0
Former British Rapper Reportedly Under Investigation for James Foley Beheading,1202,0
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2060,0
Boko Haram ceasefire ignored as violence flares in Borno state,1896,0
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1249,0
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",2514,1
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2434,0
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1679,0
Fence-jumper ran through much of main floor of White House: report,2409,0
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1040,0
US officials: Video shows American's execution,726,0
Predator Drone Reportedly Spotted Over ISIS Stronghold,1159,0
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1597,1
Michael Brown shooting audio caught on tape?,499,0
Did a Meteorite Impact in Nicaragua over the Weekend?,2475,0
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,837,0
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,880,0
'Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December' Fake News Story Goes Viral,348,1
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1974,0
Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,1338,1
Michael Zehaf-Bibeau was shot nearly a dozen times before Kevin Vickers fatally wounded him,1666,1
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,2032,0
SEE IT: California homeless man uses $100 gift to give food to others,1925,1
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,872,0
NYC relaxes response to marijuana possession,2389,0
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",2365,0
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,688,0
Isis claims to behead US journalist,1206,0
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1166,0
Meteorite leaves crater in Nicaraguan capital Managua,1056,-1
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2463,0
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",296,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1923,1
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",2306,0
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1079,0
Christian Bale Is Steve Jobs,2455,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1580,1
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1916,0
6 hidden mass graves may hold missing Mexican students,2334,0
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1478,1
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",595,0
"North Korean leader Kim Jong Un had ankle surgery, report says",2417,0
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,1808,0
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1476,0
God Is A Woman – Resurrected Father Narated,2515,1
eBay developing Apple Watch software with ties to iOS app,1397,0
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,871,0
"Hoax Report Claims 250,000 Texas Turkeys Infected With Ebola",2210,-1
Small Meteorite Strikes in Nicaragua's Capital City of Managua,601,-1
"Obama, Outraged Over Beheading, Vows to Stay on Course",1658,1
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,2349,1
Research Medical Center denies reports that a patient has Ebola,1015,1
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,2327,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1139,0
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,757,0
British hostage David Haines beheaded by Islamic State terrorists,1182,1
Is Durex Planning To Release A Pumpkin Spice Condom?,1060,0
"Don't forget to tip...especially if you spend $300,000",1682,1
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2356,0
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",691,1
Wife and child of Islamic State leader Baghdadi held in Lebanon,1267,0
Kurds Deny Gill Rosenberg was in Kobane,1976,1
"Boy, 16, secretly films sex with teacher then uploads it to WhatsApp",1018,1
TBS Speeds up SEINFELD by 7.5% to Add 2 More Minutes of Commercials,1875,0
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1346,0
Michael Brown shooting audio caught on tape?,1426,0
Missing Mexican students 'not found in mass grave',2334,0
An audio recording of the Michael Brown shooting has reportedly surfaced,1446,0
Meteorite leaves crater in Nicaraguan capital Managua,1573,-1
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1355,0
Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby,1623,0
"Boko Haram agrees to ceasefire, release of school girls",1885,-1
If Only A Bird Really Did Poop on Putin,1813,1
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1157,0
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2266,0
"Elon University has not banned the term ‘freshman,’ despite rumors",362,1
Report claims Kim Jong-un underwent surgery to repair fractured ankles,859,0
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,1357,1
Jihadi John ‘identified as British man from West London’,939,0
Watch: US marine survives Taliban sniper headshot in Afghanistan,95,1
"Islamic State Training Pilots in Military Jets, Monitors Say",1115,0
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,942,0
"Islamic State leader's family detained by Lebanon, officials say",1263,0
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',2509,0
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2481,0
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,567,0
Large space object slams Nicaragua’s capital as asteroid passes Earth,2475,0
Nigeria Boko Haram blamed for raids despite truce claim,1340,0
Militant Group Says It Killed American Journalist in Syria,608,0
Islamic State flying three jets in Syria: monitor,1608,0
'Banksy' Reacts To Paris Attack With Poignant Drawing,2024,0
"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",1828,0
Pentagon: ISIS Got U.S. Weapons Package,2200,0
"Despite no Ebola case in Kansas City, the rumor goes viral",2127,1
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1011,0
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,2274,0
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1517,1
The Arrest of the ISIS Leader's Wife and Son,1468,-1
"In Kim Jong Un's absence, his sister may rule. Or not.",2470,0
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,2002,0
An audio recording of the Michael Brown shooting has reportedly surfaced,1715,0
CNN Posts Alleged Audio of Michael Brown Shooting,1605,0
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",416,0
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',2064,0
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",551,0
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1774,0
Militant Group Says It Killed American Journalist in Syria,782,0
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,742,0
ISIS cracks down on five confirmed Ebola cases among fighters: official,1891,0
